path,user_prompt,chatGPT_eval
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-140/2972,"topic 1: species, cap, fruit, brown, stem, fungus, white, spores, bodies, found
topic 2: phase, light, frequency, liquid, power, resistance, circuit, formula, current, high
topic 3: police, murder, said, death, crime, found, gun, killed, later, shooting
topic 4: century, early, new, british, world, war, popular, period, scotland, major
topic 5: race, oxford, cambridge, boat, blues, crew, time, won, crews, lengths
topic 6: massachusetts, boston, governor, colony, england, colonial, colonies, new_england, rhode_island, parsons
topic 7: grant, virginia, congress, war, lincoln, president, union, slavery, hamilton, states
topic 8: city, area, population, county, located, largest, home, district, residents, town
topic 9: texas, florida, louisiana, georgia, bay, mississippi, new_orleans, houston, alabama, mobile
topic 10: church, christian, god, religious, christ, jesus, religion, faith, catholic, members
topic 11: police, people, prison, government, killed, prisoners, day, attacks, members, security
topic 12: west, hop, hip, song, album, music, rap, track, production, jay-z
topic 13: team, football, coach, season, game, teams, stadium, played, players, games
topic 14: character, relationship, storyline, paul, susan, love, mercedes, later, tells, mark
topic 15: game, yard, yards, season, touchdown, tech, line, pass, quarter, second
topic 16: food, wine, meat, salt, beer, chicken, cheese, cooking, served, cream
topic 17: island, area, mountain, park, years, islands, found, sea, rock, kilometres
topic 18: team, season, michigan, big, basketball, conference, year, high, career, school
topic 19: game, nba, season, points, team, games, player, basketball, rebounds, players
topic 20: french, polish, russian, german, france, war, poland, russia, croatia, paris",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-140/2972,"topic 1: horses, horse, breed, dog, breeds, dogs, breeding, white, known, arabian
topic 2: harrison, beatles, album, song, track, recording, morrison, guitar, world, songs
topic 3: line, trains, station, service, train, rail, norway, norwegian, oslo, new
topic 4: like, life, described, work, world, character, style, writing, themes, felt
topic 5: world, human, theory, god, nature, philosophy, life, science, age, moral
topic 6: season, innings, era, pitched, record, games, game, pitcher, career, league
topic 7: doctor, episode, series, amy, jack, rose, time, gwen, tardis, bbc
topic 8: film, films, release, production, released, million, director, movie, cast, best
topic 9: song, video, single, music, number, track, chart, album, released, release
topic 10: million, government, percent, system, billion, year, program, increase, countries, services
topic 11: food, wine, meat, salt, beer, chicken, cheese, cooking, served, cream
topic 12: war, general, military, commander, officer, command, service, served, world, army
topic 13: poem, poems, poetry, poet, works, work, published, literary, lines, written
topic 14: team, world, gold, won, medal, championships, time, record, meter, silver
topic 15: species, cap, fruit, brown, stem, fungus, white, spores, bodies, found
topic 16: party, election, government, minister, parliament, prime, labour, leader, elected, general
topic 17: johnson, fight, taylor, round, robinson, fighting, boxing, hughes, mortal, champion
topic 18: space, mission, earth, moon, apollo, spacecraft, launch, nasa, crew, flight
topic 19: time, new, despite, end, began, later, years, following, able, considered
topic 20: announced, million, october, september, day, year, july, august, television, radio",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-160/2972,"topic 1: episode, glee, swift, club, rachel, number, song, viewers, performance, kurt
topic 2: court, law, case, federal, legal, state, judge, justice, trial, united_states
topic 3: art, painting, work, artist, hair, artists, created, white, painted, paintings
topic 4: tropical, storm, depression, cyclone, system, hurricane, mph, winds, season, day
topic 5: ride, coaster, train, roller, riders, park, track, hill, feet, opened
topic 6: liquid, gas, surface, pressure, euro, cylinder, metal, metals, water, crystal
topic 7: championship, match, team, wrestling, tag, defeated, title, episode, time, wwe
topic 8: creek, river, water, feet, watershed, dam, miles, lake, fish, area
topic 9: power, frequency, formula, circuit, resistance, line, voltage, light, electric, current
topic 10: ship, fleet, guns, ships, war, tons, service, italian, cruiser, torpedo
topic 11: spanish, mexico, latin, spain, mexican, argentina, texas, cuba, del, puerto_rico
topic 12: plants, plant, species, tree, leaves, trees, flowers, garden, soil, native
topic 13: episode, peter, fringe, olivia, walter, fox, season, universe, series, parallel
topic 14: game, season, innings, era, pitched, record, games, series, inning, phillies
topic 15: time, new, later, began, following, day, end, took, years, year
topic 16: game, yard, tech, bowl, line, yards, season, ball, play, pass
topic 17: species, birds, bird, breeding, found, eggs, male, nest, black, males
topic 18: law, singapore, act, rights, constitution, public, article, right, parliament, court
topic 19: political, new, social, war, movement, world, anti, public, society, american
topic 20: released, series, manga, anime, story, japanese, volume, characters, japan, key",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-160/2972,"topic 1: white, black, american, virginia, african, union, indiana, confederate, lee, civil
topic 2: bridge, river, canal, built, bridges, pier, construction, feet, railway, water
topic 3: british, washington, fort, american, men, general, militia, troops, howe, new_york
topic 4: war, general, commander, officer, military, command, service, lieutenant, served, chief
topic 5: yard, game, yards, touchdown, alabama, michigan, second, quarter, field, lead
topic 6: creek, river, water, feet, watershed, dam, miles, lake, fish, area
topic 7: museum, memorial, library, war, collection, statue, monument, art, public, sculpture
topic 8: video, million, online, media, new, website, radio, announced, television, twitter
topic 9: road, construction, traffic, freeway, interchange, route, motorway, project, section, opened
topic 10: battalion, regiment, brigade, german, men, division, attack, infantry, 2nd, 1st
topic 11: episode, jack, liz, tracy, nbc, series, rock, fey, guest, jenna
topic 12: match, event, impact, joe, team, angle, episode, styles, championship, daniels
topic 13: album, music, sound, song, track, songs, lyrics, recording, work, described
topic 14: tour, gaga, spears, concert, stage, cyrus, performance, dance, video, dancers
topic 15: mountain, ice, years, summit, volcano, volcanic, lava, activity, area, rock
topic 16: comic, story, series, comics, characters, book, character, strip, work, published
topic 17: time, new, later, began, following, day, end, took, years, year
topic 18: london, british, bbc, programme, britain, series, england, television, jones, broadcast
topic 19: street, city, chicago, avenue, new_york, center, new, million, building, new_york_city
topic 20: games, olympics, athletes, olympic, summer, event, events, round, seconds, heat",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-160/2972,"topic 1: episode, series, season, episodes, parker, simpsons, south_park, voice, television, animated
topic 2: match, runs, test, innings, england, australia, cricket, team, wickets, scored
topic 3: music, soundtrack, game, album, tracks, released, original, series, composed, square
topic 4: century, known, according, later, time, found, early, text, modern, evidence
topic 5: film, films, production, director, movie, released, release, scene, script, filming
topic 6: said, like, time, people, way, good, day, called, saying, wrote
topic 7: shark, species, sharks, long, fin, fins, small, females, large, dorsal
topic 8: grant, congress, president, states, lincoln, convention, slavery, war, united_states, hamilton
topic 9: tournament, open, match, won, final, murray, world, chess, round, fischer
topic 10: london, british, bbc, programme, britain, series, england, television, jones, broadcast
topic 11: christmas, bach, movement, movements, music, text, major, second, composed, time
topic 12: film, million, release, tamil, released, films, song, telugu, india, role
topic 13: building, built, tower, construction, buildings, floor, hall, new, design, structure
topic 14: character, story, time, like, plot, man, scene, characters, way, find
topic 15: aircraft, flight, engine, wing, production, speed, design, fuel, engines, fuselage
topic 16: match, event, ring, triple, raw, edge, michaels, wwe, title, undertaker
topic 17: india, indian, dutch, british, portuguese, pakistan, netherlands, government, state, bombay
topic 18: episode, mulder, scully, series, season, files, television, x-files, agents, man
topic 19: road, highway, route, north, state, east, lane, intersection, west, south
topic 20: horses, breed, horse, dog, breeds, dogs, breeding, white, known, century",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-160/2972,"topic 1: film, million, disney, released, release, production, movie, animated, opening, story
topic 2: formula, function, space, number, force, units, system, newton, set, defined
topic 3: storm, hurricane, damage, people, flooding, rainfall, winds, million, state, damaged
topic 4: aircraft, flight, engine, wing, production, speed, design, fuel, engines, fuselage
topic 5: character, story, time, like, plot, man, scene, characters, way, find
topic 6: design, computer, code, system, data, use, cards, software, card, systems
topic 7: lap, race, second, lead, laps, position, martin, later, edwards, pit
topic 8: season, home, games, game, runs, baseball, league, hit, team, played
topic 9: court, law, case, federal, legal, state, judge, justice, trial, united_states
topic 10: road, construction, traffic, freeway, interchange, route, motorway, project, section, opened
topic 11: mountain, ice, years, summit, volcano, volcanic, lava, activity, area, rock
topic 12: published, stories, magazine, novel, fiction, story, newspaper, editor, science, issue
topic 13: party, election, government, minister, labour, leader, parliament, prime, elected, vote
topic 14: album, song, recorded, songs, recording, band, version, guitar, released, live
topic 15: king, royal, son, henry, lord, died, duke, prince, queen, death
topic 16: game, guitar, hero, halo, games, songs, series, players, mode, playstation
topic 17: christmas, bach, movement, movements, music, text, major, second, composed, time
topic 18: song, carey, album, love, track, music, single, performed, number, release
topic 19: australia, australian, war, japanese, new_zealand, following, training, sydney, time, world
topic 20: highway, route, road, state, north, east, south, west, miles, intersection",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-180/2972,"topic 1: spanish, latin, mexico, mexican, spain, argentina, puerto_rico, del, american, buenos_aires
topic 2: british, german, ship, ships, boat, admiral, war, submarine, sank, boats
topic 3: pressure, gas, cylinder, water, surface, cylinders, diving, air, machine, oxygen
topic 4: hurricane, storm, winds, florida, mph, damage, september, tropical, august, rainfall
topic 5: episode, mulder, scully, series, season, files, television, man, x-files, agents
topic 6: team, football, season, game, coach, teams, players, played, games, head
topic 7: canal, coal, built, iron, mill, river, mills, railway, manchester, steam
topic 8: water, river, lake, dam, fish, feet, basin, rivers, flow, flood
topic 9: season, game, innings, games, era, pitched, record, series, inning, pitcher
topic 10: announced, september, october, april, march, november, january, august, july, video
topic 11: aircraft, engine, flight, wing, production, design, speed, engines, fuel, weight
topic 12: storm, damage, people, flooding, hurricane, million, homes, damaged, state, areas
topic 13: game, guitar, hero, songs, games, series, players, mortal, mode, playstation
topic 14: park, area, species, found, areas, forest, land, include, national, state
topic 15: lap, race, second, lead, laps, position, edwards, later, pit, points
topic 16: tropical, storm, hurricane, depression, system, september, low, august, mph, winds
topic 17: bond, moore, anderson, series, lucas, harry, james_bond, agent, filming, film
topic 18: film, million, released, release, production, movie, box, cast, filming, opening
topic 19: episode, series, season, million, viewers, scene, written, writing, received, rating
topic 20: tropical, storm, cyclone, system, depression, winds, mph, day, south, west",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-180/2972,"topic 1: west, song, album, hop, hip, music, track, rap, production, jay-z
topic 2: released, game, key, story, version, tales, characters, persona, titled, theme
topic 3: oregon, wine, portland, beer, wales, welsh, alcohol, production, region, produced
topic 4: album, number, released, chart, songs, music, release, copies, single, billboard
topic 5: episode, liz, jack, tracy, nbc, rock, fey, series, jenna, television
topic 6: ship, aircraft, destroyer, war, april, ships, german, convoy, september, later
topic 7: ship, fleet, guns, ships, war, service, tons, italian, cruiser, torpedo
topic 8: tournament, open, won, round, match, final, world, murray, chess, second
topic 9: mountain, miles, trail, feet, west, summit, gold, mount, route, near
topic 10: design, system, computer, code, use, data, information, software, systems, time
topic 11: bach, movement, movements, music, major, work, bass, text, second, composed
topic 12: music, soundtrack, album, game, tracks, released, original, series, composed, square
topic 13: court, trial, case, said, evidence, judge, investigation, charges, guilty, years
topic 14: series, season, episode, episodes, television, cast, second, viewers, pilot, characters
topic 15: highway, north, state, michigan, road, east, freeway, street, south, runs
topic 16: party, election, vote, elections, votes, parties, political, elected, candidate, members
topic 17: army, battle, forces, force, persian, war, city, troops, men, attack
topic 18: album, band, song, songs, guitar, track, recording, rock, music, released
topic 19: australia, test, innings, match, miller, runs, england, second, took, team
topic 20: film, role, actor, played, appeared, starred, award, performance, comedy, year",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-180/2972,"topic 1: story, novel, stories, series, published, characters, fiction, book, novels, character
topic 2: aircraft, squadron, air, fighter, flying, pilot, flight, wing, war, pilots
topic 3: hurricane, storm, winds, florida, mph, damage, september, tropical, august, rainfall
topic 4: plants, plant, tree, leaves, trees, flowers, garden, flower, species, green
topic 5: road, freeway, interchange, construction, route, traffic, motorway, section, lanes, opened
topic 6: president, campaign, presidential, bush, republican, election, clinton, political, senator, kennedy
topic 7: tour, concert, stage, live, performance, cyrus, shows, dvd, performed, performances
topic 8: women, children, woman, men, female, child, sex, male, work, family
topic 9: research, nuclear, physics, work, professor, science, scientific, director, war, atomic
topic 10: ships, guns, class, tons, long, turrets, design, war, gun, main
topic 11: congress, states, state, united_states, convention, hamilton, president, amendment, slavery, government
topic 12: church, century, chapel, cathedral, north, parish, window, south, nave, west
topic 13: line, trains, rail, service, oslo, norwegian, norway, train, new, lines
topic 14: game, yard, yards, touchdown, season, tech, line, pass, quarter, second
topic 15: spanish, latin, mexico, mexican, spain, argentina, puerto_rico, del, american, buenos_aires
topic 16: power, oil, construction, plant, site, station, million, water, pipeline, project
topic 17: station, line, railway, trains, services, london, service, train, passenger, platform
topic 18: british, men, troops, washington, fort, american, general, battle, militia, forces
topic 19: ship, guns, inch, inches, gun, feet, ships, long, deck, class
topic 20: according, known, century, time, later, man, evidence, account, sources, death",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-180/2972,"topic 1: chinese, japanese, china, japan, singapore, han, dynasty, government, korean, asian
topic 2: pressure, gas, cylinder, water, surface, cylinders, diving, air, machine, oxygen
topic 3: aircraft, air, radar, weapons, service, flight, system, squadron, missiles, missile
topic 4: jack, character, season, grey, gwen, frank, ben, owen, anatomy, stevens
topic 5: clark, batman, comic, marvel, character, comics, series, characters, superhero, book
topic 6: company, million, business, billion, bank, financial, companies, management, year, firm
topic 7: team, season, michigan, big, basketball, year, conference, high, points, game
topic 8: french, polish, russian, france, poland, war, russia, croatia, paris, romanian
topic 9: medical, hospital, health, care, treatment, patients, cancer, patient, disease, use
topic 10: road, highway, route, north, state, east, lane, intersection, west, continues
topic 11: number, time, use, new, known, years, early, long, different, usually
topic 12: hurricane, storm, winds, florida, mph, damage, september, tropical, august, rainfall
topic 13: bach, movement, movements, music, major, work, bass, text, second, composed
topic 14: prison, award, roberts, awards, van, prisoners, clarke, poker, miss, crazy
topic 15: game, player, players, games, gameplay, version, released, graphics, mode, release
topic 16: water, river, lake, dam, fish, feet, basin, rivers, flow, flood
topic 17: episode, mulder, scully, series, season, files, television, man, x-files, agents
topic 18: women, children, woman, men, female, child, sex, male, work, family
topic 19: design, system, computer, code, use, data, information, software, systems, time
topic 20: episode, star, trek, enterprise, series, season, crew, ship, generation, set",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-200/2972,"topic 1: road, route, highway, north, state, east, lane, intersection, west, continues
topic 2: computer, code, use, data, system, digital, software, information, radio, users
topic 3: match, episode, wwe, team, defeated, james, raw, championship, tag, wilson
topic 4: seconds, olympics, round, heat, athletes, event, summer, beijing, august, place
topic 5: swift, chart, song, christian, nelson, week, number, country, album, songs
topic 6: scotland, scottish, century, welsh, wales, style, houses, english, early, new
topic 7: ship, german, destroyer, war, ships, april, transferred, destroyers, assigned, september
topic 8: tropical, storm, hurricane, depression, season, september, winds, damage, later, storms
topic 9: film, films, production, director, movie, scene, released, release, script, scenes
topic 10: island, islands, sea, coast, lighthouse, isles, mainland, century, north, south
topic 11: persian, greek, alexander, greece, athens, fleet, philip, greeks, battle, allies
topic 12: general, war, command, commander, officer, military, chief, lieutenant, appointed, served
topic 13: australia, test, innings, match, runs, miller, england, took, second, team
topic 14: shark, species, sharks, long, fin, fins, females, small, large, dorsal
topic 15: grant, court, law, justice, courts, justices, cases, appointed, judges, judge
topic 16: game, games, video, development, team, released, halo, release, project, players
topic 17: plants, plant, tree, leaves, trees, flowers, garden, gardens, flower, wood
topic 18: season, game, innings, games, era, pitched, series, record, inning, pitcher
topic 19: unit, division, brigade, units, war, forces, operations, support, training, combat
topic 20: dance, gaga, hair, fashion, way, dancing, dancers, wearing, born, dress",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-200/2972,"topic 1: arab, muslim, egypt, mosque, muhammad, jewish, israel, islamic, muslims, syria
topic 2: final, open, round, won, murray, tournament, world, lost, match, win
topic 3: singapore, law, public, article, court, parliament, minister, constitution, malaysia, judicial
topic 4: australia, test, innings, match, runs, miller, england, took, second, team
topic 5: grant, court, law, justice, courts, justices, cases, appointed, judges, judge
topic 6: god, life, human, religion, divine, world, moral, self, nature, religious
topic 7: bach, movement, movements, music, text, major, bass, work, composed, second
topic 8: story, stories, published, magazine, comic, novel, fiction, comics, series, issue
topic 9: squadron, aircraft, air, fighter, flying, pilot, wing, war, flight, flew
topic 10: best, awards, award, won, year, nominated, list, received, time, category
topic 11: doctor, episode, amy, series, rose, time, tardis, bbc, davies, broadcast
topic 12: nuclear, research, physics, professor, work, war, science, experiment, energy, scientists
topic 13: ship, aircraft, naval, ships, navy, carrier, admiral, air, attack, carriers
topic 14: species, body, fish, water, like, animals, fossils, fossil, form, cells
topic 15: angel, sam, dean, robinson, season, ben, connor, island, episode, character
topic 16: light, green, patterns, shape, triangle, curve, pattern, area, colour, circle
topic 17: species, cap, fruit, stem, fungus, brown, spores, bodies, white, surface
topic 18: india, indian, hindu, british, bombay, delhi, madras, pakistan, day, portuguese
topic 19: batman, marvel, comic, adams, cole, character, series, universe, spider, superhero
topic 20: new_york, chicago, new_york_city, american, street, united_states, philadelphia, city, pennsylvania, washington",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-200/2972,"topic 1: brown, rihanna, usher, girl, love, drake, number, chart, loud, wrote
topic 2: world, dragon, magic, series, characters, role, monster, character, monsters, sword
topic 3: smith, car, team, race, racing, season, roberts, championship, driver, formula
topic 4: poem, poems, poetry, poet, works, work, literary, love, published, lines
topic 5: government, military, war, political, president, independence, support, state, country, power
topic 6: game, games, player, graphics, video, gameplay, arcade, rare, released, players
topic 7: song, video, number, single, music, chart, track, performed, released, pop
topic 8: computer, code, use, data, system, digital, software, information, radio, users
topic 9: doctor, episode, amy, series, rose, time, tardis, bbc, davies, broadcast
topic 10: team, michigan, season, big, basketball, high, conference, year, school, points
topic 11: highway, route, road, state, east, north, south, west, miles, intersection
topic 12: school, students, education, schools, university, student, college, campus, year, program
topic 13: gay, jack, sex, sexual, gwen, character, lgbt, lesbian, men, characters
topic 14: museum, memorial, library, war, statue, monument, collection, sculpture, site, public
topic 15: women, children, woman, men, female, sex, child, work, male, family
topic 16: rock, music, metal, bands, blues, band, early, style, jazz, genre
topic 17: bank, banks, euro, coins, owen, swiss, currency, notes, series, banking
topic 18: class, car, engine, vehicles, locomotives, vehicle, cars, design, locomotive, model
topic 19: species, genus, found, described, specimens, known, small, long, large, specimen
topic 20: line, norway, norwegian, trains, oslo, nok, built, meters, long, service",0
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-200/2972,"topic 1: swift, chart, song, christian, nelson, week, number, country, album, songs
topic 2: gay, jack, sex, sexual, gwen, character, lgbt, lesbian, men, characters
topic 3: company, product, sales, sold, new, brand, market, products, advertising, store
topic 4: class, car, engine, vehicles, locomotives, vehicle, cars, design, locomotive, model
topic 5: space, mission, earth, apollo, spacecraft, launch, nasa, moon, flight, crew
topic 6: art, painting, work, works, artists, artist, paintings, painted, portrait, created
topic 7: road, route, highway, north, state, east, lane, intersection, west, continues
topic 8: french, polish, france, russian, poland, paris, russia, swedish, romanian, austrian
topic 9: horror, films, evil, film, cult, resident, halloween, friday, jason, released
topic 10: species, ants, spiders, prey, insects, males, females, workers, wings, eggs
topic 11: pressure, gas, cylinder, machine, water, diving, cylinders, surface, oxygen, dive
topic 12: jackson, hughes, michael_jackson, world, thriller, jean, stop, don, version, bad
topic 13: units, liquid, system, mass, phase, unit, metals, crystal, group, metal
topic 14: food, wine, meat, beer, salt, chicken, cheese, bacon, cooking, served
topic 15: century, known, according, text, early, later, modern, found, evidence, written
topic 16: squadron, aircraft, air, fighter, flying, pilot, wing, war, flight, flew
topic 17: police, murder, said, death, found, taylor, case, body, told, evidence
topic 18: formula, function, space, number, matrix, set, linear, functions, called, example
topic 19: king, royal, henry, england, died, death, son, pope, edward, english
topic 20: episode, mulder, scully, series, season, files, television, fox, x-files, man",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-220/2972,"topic 1: jackson, fight, round, robinson, boxing, fighting, hughes, michael_jackson, title, champion
topic 2: beyoncé, brown, video, love, wrote, world, performance, noted, dance, magazine
topic 3: ship, fleet, guns, ships, war, service, tons, italian, long, torpedo
topic 4: guns, ships, class, tons, long, turrets, design, gun, war, inch
topic 5: episode, liz, jack, tracy, series, nbc, rock, fey, jenna, season
topic 6: film, disney, animated, animation, story, studio, released, toy, burton, release
topic 7: storm, damage, hurricane, people, flooding, rainfall, million, state, winds, damaged
topic 8: game, released, key, story, characters, version, japan, japanese, tales, release
topic 9: episode, scene, written, plot, viewers, million, reviews, story, time, tells
topic 10: dance, music, festival, performed, entertainment, club, dancing, night, ballet, people
topic 11: game, hero, guitar, songs, games, mortal, series, players, music, band
topic 12: car, vehicle, cars, vehicles, engine, design, model, production, new, models
topic 13: poem, poems, poetry, poet, lines, riley, ode, written, published, work
topic 14: amendment, court, federal, state, law, act, united_states, rights, states, supreme_court
topic 15: australia, australian, new_zealand, sydney, victoria, melbourne, south, adelaide, perth, new_south_wales
topic 16: croatia, croatian, ottoman, italian, bulgarian, serbian, italy, serbia, yugoslavia, bulgaria
topic 17: match, raw, triple, wwe, event, edge, smackdown, hardy, title, ring
topic 18: race, boat, oxford, cambridge, reserve, isis, won, held, women, place
topic 19: bridge, river, canal, built, pier, bridges, feet, water, railway, navigation
topic 20: french, france, polish, russian, paris, poland, russia, austrian, napoleon, commonwealth",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-220/2972,"topic 1: dutch, contest, norway, swedish, sweden, norwegian, countries, netherlands, denmark, danish
topic 2: fire, flight, aircraft, air, plane, crew, rescue, flying, hours, feet
topic 3: court, trial, case, judge, charges, evidence, years, guilty, attorney, legal
topic 4: race, boat, oxford, cambridge, reserve, isis, won, held, women, place
topic 5: storm, tropical, hurricane, winds, low, system, mph, convection, august, depression
topic 6: government, state, congress, committee, war, convention, constitution, states, president, act
topic 7: album, song, songs, recorded, recording, version, band, guitar, released, music
topic 8: salt, chemical, metal, metals, group, elements, water, hydrogen, acid, radiation
topic 9: doctor, amy, episode, series, time, rose, tardis, bbc, filmed, river
topic 10: series, released, manga, anime, halo, volume, japanese, volumes, published, characters
topic 11: light, liquid, phase, crystal, surface, patterns, field, crystals, phases, optical
topic 12: game, player, players, version, released, gameplay, new, playstation, mode, xbox
topic 13: british, ships, german, admiral, battle, cruisers, cruiser, russian, fleet, fire
topic 14: gaga, spears, video, dance, britney, music, born, way, lady_gaga, pop
topic 15: company, product, design, sold, products, sales, brand, market, store, advertising
topic 16: tour, concert, stage, cyrus, performance, live, shows, performed, set, dvd
topic 17: australia, test, innings, miller, match, runs, england, second, took, team
topic 18: highway, route, road, state, east, north, south, west, miles, terminus
topic 19: school, students, education, schools, college, university, student, year, program, president
topic 20: california, oregon, american, united_states, san_francisco, missouri, minnesota, portland, gold, railroad",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-220/2972,"topic 1: formula, power, frequency, circuit, resistance, voltage, line, current, negative, filter
topic 2: mountain, ice, volcano, summit, volcanic, years, lava, activity, eruption, high
topic 3: west, song, hop, hip, album, rap, track, music, jay-z, video
topic 4: building, built, buildings, style, architecture, house, houses, design, designed, hall
topic 5: romanian, argentina, buenos_aires, romania, argentine, revolution, spanish, military, chile, political
topic 6: salt, chemical, metal, metals, group, elements, water, hydrogen, acid, radiation
topic 7: state, election, governor, senate, republican, campaign, vote, elected, political, mayor
topic 8: open, final, murray, tournament, won, round, match, lost, world, sets
topic 9: beyoncé, brown, video, love, wrote, world, performance, noted, dance, magazine
topic 10: character, relationship, storyline, susan, mercedes, later, love, tells, soap, mike
topic 11: units, system, newton, force, mass, unit, metric, constant, measure, kilogram
topic 12: road, route, north, highway, lane, state, east, intersection, heads, continues
topic 13: rock, music, metal, bands, band, genre, early, psychedelic, punk, folk
topic 14: jewish, israel, jews, israeli, joseph, jerusalem, congregation, company, hebrew, jew
topic 15: study, use, research, studies, human, example, development, brain, model, different
topic 16: black, red, blue, hair, white, design, body, wearing, style, like
topic 17: gaga, spears, video, dance, britney, music, born, way, lady_gaga, pop
topic 18: years, later, life, family, time, father, born, death, early, died
topic 19: city, population, area, county, largest, located, home, residents, people, average
topic 20: story, stories, novel, fiction, published, series, magazine, science, novels, short",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-220/2972,"topic 1: team, medal, national, won, women, world, silver, games, gold, summer
topic 2: court, trial, case, judge, charges, evidence, years, guilty, attorney, legal
topic 3: open, final, murray, tournament, won, round, match, lost, world, sets
topic 4: amendment, court, federal, state, law, act, united_states, rights, states, supreme_court
topic 5: city, population, area, county, largest, located, home, residents, people, average
topic 6: canada, canadian, ontario, montreal, williams, province, provincial, alberta, toronto, government
topic 7: god, theory, nature, science, human, world, philosophy, argument, moral, evolution
topic 8: match, ring, wwf, savage, michaels, hart, event, undertaker, feud, diesel
topic 9: said, government, people, police, rights, media, protests, protest, human, public
topic 10: jewish, israel, jews, israeli, joseph, jerusalem, congregation, company, hebrew, jew
topic 11: birds, species, bird, breeding, male, nest, eggs, black, range, males
topic 12: persian, greek, alexander, greece, athens, fleet, philip, greeks, battle, allies
topic 13: station, line, railway, services, trains, service, platform, london, stations, opened
topic 14: shark, species, sharks, long, fin, fins, small, females, dorsal, large
topic 15: battalion, war, japanese, following, units, training, time, australian, brigade, battalions
topic 16: mulder, scully, episode, series, files, season, fox, man, x-files, agents
topic 17: medical, hospital, patients, health, treatment, patient, care, cancer, disease, gas
topic 18: formula, power, frequency, circuit, resistance, voltage, line, current, negative, filter
topic 19: castle, century, built, castles, tower, bailey, walls, stone, site, south
topic 20: machine, mill, mills, wheel, evans, engine, bike, steam, bicycle, machines",1
runs/outputs/k_selection/wikitext-labeled/vocab_15k/k-240/2972,"topic 1: award, awards, contest, won, final, best, year, winner, competition, held
topic 2: mission, space, apollo, spacecraft, launch, nasa, flight, crew, orbit, moon
topic 3: ships, british, german, admiral, battle, cruiser, fire, cruisers, inch, japanese
topic 4: state, grant, kentucky, indiana, governor, hamilton, davis, president, congress, legislature
topic 5: species, genus, found, described, known, specimens, small, long, family, considered
topic 6: fight, taylor, round, martin, robinson, hughes, boxing, fighting, champion, title
topic 7: time, new, number, years, considered, end, long, despite, use, later
topic 8: prison, drug, thompson, prisoners, escape, crime, criminal, trafficking, inmates, marijuana
topic 9: trade, land, began, people, early, industry, war, century, gold, established
topic 10: chart, christmas, cyrus, song, latin, album, songs, number, year, week
topic 11: police, murder, said, death, found, case, later, body, evidence, told
topic 12: film, disney, animated, animation, story, studio, toy, characters, beast, feature
topic 13: divine, religious, religion, spiritual, ritual, temple, hindu, goddess, tradition, practice
topic 14: clark, batman, superman, carpenter, comic, knight, halloween, series, bruce, dark
topic 15: moore, grace, homicide, claire, monk, howard, nbc, said, mitchell, life
topic 16: film, million, released, highest, weekend, opening, release, grossing, box, second
topic 17: team, football, coach, michigan, played, players, season, cole, head, game
topic 18: album, number, released, single, chart, copies, release, songs, billboard, music
topic 19: species, ants, spiders, bees, prey, insects, workers, wings, nest, larvae
topic 20: church, century, chapel, cathedral, window, north, south, nave, parish, west",1
